11	-1.17264830006	-0.00013179693417
0	-5.90094551085e-07	-1.95562100065
0	-3.63589559172e-06	-1.69239157524
7	-0.000262592644335	-1.07287768147
16	-1.86639735775	-1.09293110068e-06
19	-0.598647871718	-0.00700386753488
17	-0.715121593131	-0.00311873133931
0	-5.06413138926e-06	-1.6444272928
8	-0.0227607177102	-0.43064300551
8	-3.95252068037e-05	-1.34697664094
10	-2.94838860686e-05	-1.38940477628
9	-0.00296658511955	-0.722336648518
0	-3.91883217439e-05	-1.34821574676
17	-1.40181951785	-2.70607162886e-05
15	-1.35425728055	-3.75864459974e-05
5	-1.62558195237	-5.76821365487e-06
16	-0.897775194373	-0.000880844152916
18	-0.000293901686522	-1.05657639188
1	-1.49683772601	-1.40371244993e-05
18	-0.00937598182584	-0.556815703771
19	-0.915983713409	-0.000776643004414
19	-1.66667069863	-4.34284557549e-06
10	-4.86983157974e-06	-1.65009093485
15	-1.22431438362	-9.22331999185e-05
19	-1.13325756804	-0.000173020719894
16	-1.98338216405	-4.87122357322e-07
9	-0.000739441213781	-0.923083442178
5	-1.650500526	-4.85607249237e-06
18	-0.000304595012606	-1.05140460397
11	-1.22581483083e-06	-1.84978668425
13	-0.977376732343	-0.000508051941659
17	-1.84011612774	-1.31049866634e-06
4	-1.97522363441	-5.15363510475e-07
13	-1.14964463757	-0.000154499702018
18	-0.000209325906753	-1.10568866297
7	-0.0196228362132	-0.451599002822
0	-5.67120193324e-05	-1.29471251854
12	-0.0238232950373	-0.424213226551
18	-4.78784505395e-06	-1.65254887269
3	-1.97804732076	-5.05408569915e-07
6	-0.0154941724926	-0.485113326246
9	-1.72284495212	-2.94612336225e-06
19	-1.47435590265	-1.63955051169e-05
13	-1.55368824207	-9.47816629519e-06
18	-1.6128241401e-05	-1.47673512008
18	-8.73695112947e-05	-1.23215602962
6	-0.000237942585286	-1.0871437004
1	-0.743406228286	-0.00256357947418
6	-0.0365557579285	-0.364326065597
11	-0.659772293491	-0.00457883333605
1	-0.414285375611	-0.0255651324889
2	-7.92553521386e-07	-1.91291870255
0	-5.29040368333e-07	-1.97143192125
10	-3.58210252853e-05	-1.36122140314
5	-0.863220471203	-0.00111861873048
2	-0.00214928228444	-0.768855016747
16	-0.504855326724	-0.0134879154546
13	-0.421855764187	-0.0242255410408
15	-0.00634349195293	-0.612874601117
13	-1.06061033305	-0.000285822369653
5	-1.77712701378	-2.02490327324e-06
4	-0.000178277632341	-1.12892552979
11	-1.18629980852	-0.000119934699608
15	-0.0020878080009	-0.773045746514
7	-6.21795601223e-07	-1.94804565894
11	-1.4375964996	-2.1135152219e-05
9	-0.556929516122	-0.00936853338987
10	-6.88527521184e-06	-1.59995548326
13	-1.12150963043	-0.000187650290802
4	-0.490177102869	-0.014952289533
10	-8.24264449269e-07	-1.9072393848
13	-0.862248838393	-0.00112616170546
14	-0.0162251089284	-0.478561329343
18	-0.0067840308849	-0.603228031611
15	-1.71250782169	-3.1641890867e-06
4	-1.65179492728	-4.81284567213e-06
11	-1.55457306419	-9.42041052348e-06
11	-1.94160149627	-6.50099972289e-07
6	-1.25738652124	-7.3394149827e-05
15	-0.0111720673731	-0.531741608038
4	-0.000258286539087	-1.0752705584
8	-0.031331444483	-0.385791812815
19	-8.6854469001e-05	-1.2330118561
12	-1.38494084661e-05	-1.49878667057
4	-1.37716046337	-3.20862500904e-05
14	-0.00481406889398	-0.652558940378
3	-1.30339709802	-5.34096487442e-05
19	-1.76442707084	-2.21056965497e-06
6	-0.000123775104156	-1.18173763231
17	-3.33759955358e-05	-1.37145559018
2	-0.0100851015801	-0.546378942377
18	-0.00736243209685	-0.59147967483
11	-0.396560310589	-0.0290086123417
6	-1.69119057025	-3.66618548491e-06
16	-0.549873985149	-0.00984178688193
15	-4.45334028329e-07	-1.99636621759
17	-1.78790608037	-1.87960681059e-06
5	-1.09214032714	-0.000229867863203
10	-0.0263134287761	-0.410232385293
2	-6.09595000127e-05	-1.28425779814
